City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Chandigarh,2019-09-02,49.1194204489251,119.779220056825,22.2723393403493,5.65458702012021,34.4951555189118,0.55,16.6604522730753,12.912480323825,6.44849079226751,6.09284681105109,273.98499258535,Poor
Chandigarh,2019-09-03,27.93,119.779220056825,22.2723393403493,8.58578130052172,34.4951555189118,0.79,16.6604522730753,11.1570921330473,6.44849079226751,6.09284681105109,93,Satisfactory
Chandigarh,2019-09-04,34.05,119.779220056825,22.2723393403493,8.58578130052172,34.4951555189118,0.93,16.6604522730753,11.1570921330473,6.44849079226751,6.50773310890305,96,Satisfactory
Chandigarh,2019-09-05,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.58,16.6604522730753,11.1570921330473,6.44849079226751,6.50773310890305,77,Satisfactory
Chandigarh,2019-09-06,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.9,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,281.206429564527,Poor
Chandigarh,2019-09-07,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.78,16.6604522730753,11.1570921330473,6.44849079226751,6.50773310890305,84,Satisfactory
Chandigarh,2019-09-08,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.49,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,88,Satisfactory
Chandigarh,2019-09-09,49.1194204489251,119.779220056825,22.2723393403493,12.4936833820851,34.4951555189118,0.67,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,279.836495177364,Poor
Chandigarh,2019-09-10,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.75,16.6604522730753,33.4,6.44849079226751,6.50773310890305,88,Satisfactory
Chandigarh,2019-09-11,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,39.639079501353,0.75,16.6604522730753,11.1570921330473,6.44849079226751,6.50773310890305,107,Moderate
Chandigarh,2019-09-12,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,39.639079501353,0.7,16.6604522730753,11.1570921330473,6.44849079226751,6.50773310890305,121,Moderate
Chandigarh,2019-09-13,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,39.639079501353,0.49,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,90,Satisfactory
Chandigarh,2019-09-14,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,39.639079501353,0.6,16.6604522730753,13.8280808831648,6.44849079226751,6.50773310890305,69,Satisfactory
Chandigarh,2019-09-15,47.4187254696524,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.55,16.6604522730753,11.1570921330473,6.44849079226751,6.50773310890305,68,Satisfactory
Chandigarh,2019-09-16,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.54,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,96,Satisfactory
Chandigarh,2019-09-17,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.64,16.6604522730753,11.1570921330473,5.85970993679617,6.50773310890305,102,Moderate
Chandigarh,2019-09-18,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.66,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,120,Moderate
Chandigarh,2019-09-19,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.65,16.6604522730753,12.8748884322915,6.68139891524252,6.50773310890305,88,Satisfactory
Chandigarh,2019-09-20,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.55,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,71,Satisfactory
Chandigarh,2019-09-21,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.53,16.6604522730753,13.8280808831648,5.85970993679617,6.50773310890305,69,Satisfactory
Chandigarh,2019-09-22,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.55,16.6604522730753,13.8280808831648,5.85970993679617,6.50773310890305,68,Satisfactory
Chandigarh,2019-09-23,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.51,16.6604522730753,11.1570921330473,5.85970993679617,6.50773310890305,59,Satisfactory
Chandigarh,2019-09-24,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.66,16.6604522730753,11.1570921330473,5.85970993679617,6.50773310890305,74,Satisfactory
Chandigarh,2019-09-25,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.73,16.6604522730753,11.1570921330473,5.85970993679617,6.5317641381314,102,Moderate
Chandigarh,2019-09-26,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.79,16.6604522730753,11.1570921330473,5.85970993679617,6.09284681105109,94,Satisfactory
Chandigarh,2019-09-27,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.83,16.6604522730753,3.70769230769231,6.68139891524252,6.50773310890305,80,Satisfactory
Chandigarh,2019-09-28,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.56,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,77,Satisfactory
Chandigarh,2019-09-29,49.1194204489251,119.779220056825,22.2723393403493,13.6336177692482,34.4951555189118,0.5,16.6604522730753,11.1570921330473,6.68139891524252,6.50773310890305,48,Good
